CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;TIPO_HOGAR;MATERIAL_TECHUMBRE;DENSIDAD_HOGAR;CONDICION_DE_HABITABILIDAD
TQRMNOQUWHKMMLCDEFKID00869897;2024;3;1;1;43;S;4;829;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1050000;6;7;6;6;;6;350000;5;6;5;5;;4;1057;2;0;98;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNORUPHLOLTCDEFKID00803794;2024;3;1;1;43;S;4;945;1;;2;2;;4;1;1;1;;1;1;2;3;1;1;1;2;1;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;6;3;3;350000;2;2;2;2;;2;58333,33;1;1;1;1;;1;1477;2;0;98;0;0;0;Extendido;Material durable;Alto;Regular
TQRMNOTXRHKOKUCDEIHJF00869898;2024;3;1;1;44;N;31;132;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;700000;4;4;3;;5;3;233333,33;3;4;2;;4;2;130;1;0;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOPYPHMOMLCDEFKID00808925;2024;3;1;1;43;S;4;1375;1;;3;1;;2;1;1;1;;1;1;1;3;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;4;1;3;1420000;8;8;8;8;;7;355000;5;6;5;5;;5;2000;2;0;1;3;0;0;Nuclear;Material durable;Medio;Saludable
TQRMNOPRPHMMKSCDEIHJF00811848;2024;3;1;1;44;N;31;154;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;5;2;3;450000;2;3;2;;3;2;90000;1;1;1;;1;1;148;1;0;98;0;0;0;Extendido;Material durable;Medio;Buena
TQRMNORWUHMMKTCDEIHJF00811849;2024;3;1;1;44;N;31;99;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;1;1;1;2;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;600000;3;4;3;;4;3;300000;4;5;4;;5;3;103;1;0;98;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOQXVHKKKMCDEIHJF00869899;2024;3;1;1;44;N;31;57;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;1;1;1;2;2;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;1;0;1;675000;4;4;3;;5;3;675000;8;9;8;;9;8;64;1;0;97;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOPUSHLMKRCDEIHJF00806846;2024;3;1;1;44;N;31;167;2;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;3;1;2;2650000;10;10;9;;10;9;883333,33;9;9;9;;10;9;180;1;0;3;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOQUSHLMRLCDEIJAH00807774;2024;3;1;1;1;S;33;1802;1;;5;1;;2;2;1;2;;1;1;2;2;2;2;2;5;3;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;250000;1;;1;1;;1;250000;4;;3;3;;4;1987;98;0;98;0;0;0;Unipersonal;Material durable;Bajo;Regular
TQRMNOQPVHJMLSCDEHNHB00863983;2024;3;1;1;42;S;27;385;1;;3;1;;1;2;1;1;;1;1;1;2;2;2;2;3;2;2;0;2;2;2;0;0;0;0;1;;2;;1;2;1;1;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;380350;2;2;2;2;;2;126783,33;1;2;2;1;;2;354;1;0;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOSVSHMMLPCDEGLDF00810264;2024;3;1;1;41;N;15;164;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;810000;5;5;7;;6;7;202500;3;3;4;;3;5;177;2;4;1;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOQVYHLNLQCDEGLDF00805223;2024;3;1;1;41;N;15;86;1;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;200000;1;1;1;;1;1;200000;3;3;4;;3;4;89;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNORTRHJNLOCDEGLDF00864805;2024;3;1;1;41;N;15;173;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;4;1;3;900000;5;6;7;;6;7;225000;3;3;5;;4;5;184;2;0;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOPVUHKKKOCDEIOAH00869900;2024;3;1;1;43;N;38;286;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOQPRHJLKPCDEIOAH00864722;2024;3;1;1;43;N;38;287;1;;4;1;;1;1;1;1;;1;2;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1135000;7;7;7;;7;7;567500;8;8;7;;8;8;399;2;0;98;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOSVVHLMKOCDEIOAH00808269;2024;3;1;1;43;N;38;58;1;;1;2;;4;2;1;1;;1;1;2;3;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;;2;;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;0;1;0;0;0;0;;0;0;0;0;0;0;;0;0;58;1;0;98;0;0;0;Unipersonal;Material durable;Medio;Regular
TQRMNOQRUHKMKQCDEIOAH00869901;2024;3;1;1;43;N;38;25;1;;2;1;;4;1;1;1;;1;1;1;3;2;2;2;2;1;2;0;1;1;1;2;0;2;0;1;;2;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1440000;8;8;8;;8;9;1440000;10;10;10;;10;10;29;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Saludable
TQRMNORRTHLOKSCDEGOIH00810531;2024;3;1;1;40;N;18;247;1;;2;2;;1;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;360000;2;2;2;;2;2;180000;2;3;3;;3;4;236;1;2;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOTSTHLLKUCDEGGFB00804661;2024;3;1;1;42;S;10;489;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;0;1;450000;2;3;2;2;;2;450000;7;7;8;6;;7;795;1;0;98;0;0;0;Unipersonal;Material durable;Medio;Buena
TQRMNOQUUHKMKOCDEGGFB00869902;2024;3;1;1;42;S;10;580;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;1;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;2;2;4;1;3;1260000;7;8;8;7;;8;315000;5;5;6;5;;5;1244;2;0;1;3;4;0;Nuclear;Material durable;Medio;Buena
TQRMNOPXPHKNKSCDEGGFB00869903;2024;3;1;1;42;S;10;553;1;;1;1;;1;2;1;1;;1;1;2;3;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;0;2;160000;1;1;1;1;;1;80000;1;1;1;1;;1;1158;2;0;1;0;0;0;Nuclear;Material durable;Medio;Regular
TQRMNOPSWHMNLMCDEGGFB00809666;2024;3;1;1;42;S;10;400;1;;3;1;;1;2;1;1;;1;1;1;1;2;2;2;3;1;1;1;1;2;1;2;0;2;0;1;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;1;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNORUWHMNLNCDEGGFB00809670;2024;3;1;1;42;S;10;507;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;285000;1;1;1;1;;1;285000;4;4;5;4;;4;623;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNORYSHLKLMCDEHMHF00806277;2024;3;1;1;42;N;26;182;2;;1;1;;9;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1180000;7;7;7;;7;8;1180000;10;10;10;;10;10;228;1;0;98;0;0;0;Unipersonal;Material durable;Medio;Buena
TQRMNOTPWHMOLNCDEHMHF00811245;2024;3;1;1;42;N;26;276;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;4;;1;;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;885000;5;6;6;;6;6;221250;3;3;3;;4;4;301;2;0;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOPQVHLMLOCDEHMHF00806287;2024;3;1;1;42;N;26;128;2;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;2;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;1565000;8;9;9;;9;9;313000;5;5;6;;6;6;200;1;0;2;0;0;0;Extendido;Material durable;Medio;Buena
TQRMNOSSRHLMLPCDEGGFB00804678;2024;3;1;1;42;S;10;659;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;800000;5;5;5;5;;5;266666,67;4;4;4;4;;4;818;1;2;98;0;0;0;Nuclear;Material durable;Bajo;Buena
TQSMNOPPSHLNLPCDEFNFF00809318;2024;3;1;1;41;N;7;270;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1600000;8;9;10;;9;9;533333,33;7;8;9;;8;8;458;2;0;1;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOPYTHJOKNCDEIKAH00863944;2024;3;1;1;43;S;34;597;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;1000000;6;6;6;6;;6;200000;3;3;2;3;;2;1310;1;0;4;0;0;0;Extendido;Material durable;Medio;Buena
TQRMNORQWHJMKNCDEIHJF00864022;2024;3;1;1;44;N;31;102;2;;4;1;;4;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1700000;8;9;8;;9;8;425000;6;7;5;;7;5;112;1;0;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOSWTHJOSQCDEIJAH00869904;2024;3;1;1;1;S;33;3497;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;2;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOTQSHMOSQCDEIJAH00869905;2024;3;1;1;1;S;33;3592;1;;2;1;;4;1;1;2;;1;1;2;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;2;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;2;98;0;0;0;Nuclear;Material durable;Medio;Regular
TQRMNOTPWHKKRRCDEIJAH00869906;2024;3;1;1;1;S;33;676;2;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;1;1;1;1;2;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1600000;8;;8;8;;8;1600000;10;;10;10;;10;867;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOPXQHLLTNCDEIJAH00812274;2024;3;1;1;1;S;33;965;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;2;2;2;0;0;0;0;2;;2;;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;2670000;10;;9;10;;10;890000;9;;9;9;;9;2486;3;0;2;1;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOPVVHLOTOCDEIJAH00807806;2024;3;1;1;1;S;33;1232;1;;2;1;;4;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1490000;8;;8;8;;8;496666,67;7;;7;7;;8;2504;1;0;4;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOPXTHMLLLCDEIOAH00813191;2024;3;1;1;43;N;38;74;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;1;1;1;1;1;1;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;600000;3;4;3;;4;4;600000;8;8;8;;8;8;102;1;0;97;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOSRQHMLLLCDEIOAH00813192;2024;3;1;1;43;N;38;185;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;278000;1;1;1;;1;1;278000;4;4;4;;5;4;170;1;0;98;0;0;0;Unipersonal;Material durable;Medio;Buena
TQRMNOQQYHLOLLCDEIOAH00813166;2024;3;1;1;43;N;38;107;1;;1;1;;2;2;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;847200;5;5;5;;6;6;423600;6;7;6;;7;7;147;1;2;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOSPPHLMLMCDEIOAH00808278;2024;3;1;1;43;N;38;153;1;;2;2;;1;2;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;5;0;5;510000;3;3;3;;3;3;102000;1;1;1;;1;1;250;1;0;98;0;0;0;Extendido;Material durable;Alto;Buena
TQRMNOQQSHMLKSCDEIIAD00812052;2024;3;1;1;1;S;32;1217;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;1;1;2;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;3000000;10;;10;10;;9;3000000;10;;10;10;;10;1977;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOTRRHLMKQCDEFIAH00869907;2024;3;1;1;43;S;2;355;2;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;450000;2;3;2;2;;3;450000;7;7;6;6;;6;475;1;0;98;0;0;0;Unipersonal;Material durable;Medio;Buena
TQRMNOPSRHJMKPCDEFIAH00863678;2024;3;1;1;43;S;2;584;1;;3;1;;4;1;1;1;;1;1;2;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;524000;3;3;3;3;;3;174666,67;2;2;2;2;;2;1115;1;0;98;0;0;0;Nuclear;Material durable;Medio;Saludable
TQRMNOSPPHJMKPCDEFIAH00863679;2024;3;1;1;43;S;2;351;1;;2;1;;4;1;1;1;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;2;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;120000;1;1;1;1;;1;120000;1;1;1;1;;1;528;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOSRXHKMKSCDEGJBF00869908;2024;3;1;1;43;S;13;654;2;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;666000;4;4;4;4;;4;333000;5;5;5;5;;5;730;2;0;98;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOQUSHMMLNCDEGJBF00869909;2024;3;1;1;43;S;13;623;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;1;1;1;2;2;2;2;1;2;2;2;2;1;1;1;2;1;2;2;2;2;3;0;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;2;0;1;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOPSWHKLKTCDEGJBF00869910;2024;3;1;1;43;S;13;806;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;2;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1600000;8;9;9;8;;9;533333,33;7;8;7;7;;7;891;1;2;98;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNORSVHKLKTCDEGJBF00869911;2024;3;1;1;43;S;13;676;1;;5;1;;1;1;1;1;;1;1;1;1;2;2;2;5;1;1;1;1;1;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1580000;8;9;8;8;;9;1580000;10;10;10;10;;10;689;1;0;96;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOSPYHLOKTCDEGJBF00804992;2024;3;1;1;43;S;13;1121;1;;1;1;;2;1;1;1;;1;1;1;2;2;2;2;1;1;2;0;1;2;2;2;0;2;0;9;LEY DE EXPROPIACION EN TRAMITE;2;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;1;0;1;450908;2;3;2;2;;2;450908;7;7;6;7;;6;1137;1;0;98;0;0;0;Unipersonal;Material durable;Medio;Buena
TQRMNOSWPHMMLPCDEGJBF00809929;2024;3;2;1;43;S;13;484;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;4;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;1;1;2;1;2;2;2;2;1;0;1;875000;5;6;5;5;;5;875000;9;9;9;9;;9;506;1;0;98;0;0;0;Unipersonal;Material durable;Medio;Buena
TQRMNORTPHMONOCDEIIAD00811941;2024;3;1;1;1;S;32;5800;1;;3;1;;1;1;1;1;;1;2;1;1;2;2;2;3;3;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;5;3;2;961000;6;;5;6;;4;192200;3;;2;2;;1;5079;2;0;1;0;0;0;Extendido;Material durable;Medio;Buena
TQRMNOQQYHKNNTCDEIIAD00869912;2024;3;1;1;1;S;32;2375;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;1;;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;900000;5;;5;5;;4;900000;9;;9;9;;7;3237;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOPYRHJNNUCDEIIAD00863632;2024;3;1;1;1;S;32;1346;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOTSXHMMOOCDEIIAD00854855;2024;3;1;1;1;S;32;1185;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1300000;7;;7;7;;5;1300000;10;;10;10;;9;1713;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOQXPHJOKPCDEIJAH00863546;2024;3;1;1;1;S;33;2235;1;;3;1;;1;1;1;1;;1;1;1;3;2;2;2;3;1;1;1;1;2;1;2;0;2;0;1;;1;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Saludable
TQRMNOPUUHKOKNCDEHGHJ00869913;2024;3;1;1;44;N;20;221;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1200000;7;7;6;;8;6;1200000;10;10;10;;10;10;424;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOQYYHMOKMCDEHPJB00811577;2024;3;1;1;40;S;29;547;2;;1;1;;4;1;2;1;;1;2;2;3;1;2;2;1;1;2;0;1;1;2;2;0;2;0;1;;2;;3;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0;2;617000;3;4;4;3;;4;308500;5;5;6;5;;6;647;97;0;98;0;0;0;Nuclear;Material durable;Medio;Regular
TQRMNOURYHLOKMCDEHPJB00806587;2024;3;1;1;40;S;29;277;1;;2;1;;4;1;1;1;;1;1;1;2;1;2;2;2;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;745000;4;5;5;4;;5;372500;6;6;7;5;;7;342;3;1;97;0;0;0;Nuclear;Material durable;Medio;Buena
TQRMNOPRSHKLKMCDEHPJB00869914;2024;3;1;1;40;S;29;276;2;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;0;2;551000;3;3;4;3;;3;275500;4;4;6;4;;5;344;1;0;2;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOVSRHMMLMCDEFNFF00809319;2024;3;1;1;41;N;7;281;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;96;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOTPXHLOLQCDEFNFF00804196;2024;3;2;1;41;N;7;352;2;;2;1;;9;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;430000;2;2;4;;3;3;430000;6;7;8;;7;7;440;1;0;98;0;0;0;Unipersonal;Material durable;Bajo;Buena
TQRMNOPVQHMMLOCDEFNFF00809320;2024;3;1;1;41;N;7;235;1;;4;1;;4;1;1;1;;1;1;1;2;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;359500;2;2;3;;2;2;119833,33;1;1;2;;2;2;436;2;0;98;0;0;0;Nuclear;Material durable;Bajo;Buena
TQRMNOQRSHMNLQCDEFNFF00809321;2024;3;1;1;41;N;7;330;1;;6;2;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;;2;;2;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;2;0;0;0;Nuclear;Material durable;Bajo;Buena
