"CODUSU";"ANO4";"TRIMESTRE";"NRO_HOGAR";"REALIZADA";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"DECIFR";"IDECIFR";"RDECIFR";"GDECIFR";"PDECIFR";"ADECIFR";"IPCF";"DECCFR";"IDECCFR";"RDECCFR";"GDECCFR";"PDECCFR";"ADECCFR";"PONDIH";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4"
"TQRMNOPUWHLNKOCDEGJBF00804810";2024;2;1;1;43;"S";13;286;2;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;4;"";1;"";1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;550000;"5";"5";"5";"5";"";"5";275000;"6";"6";"5";"6";"";"5";314;1;2;98;0;0;0
"TQRMNOSTPHMOKPCDEGJBF00799767";2024;2;2;1;43;"S";13;737;1;"";2;1;"";2;1;1;1;"";1;1;1;3;2;2;2;2;1;2;0;1;1;1;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;875000;"7";"8";"7";"7";"";"7";875000;"10";"10";"10";"10";"";"10";748;1;0;98;0;0;0
"TQRMNOSQRHMLLSCDEGJBF00858277";2024;2;1;1;43;"S";13;661;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;2;2;2;2;1;0;1;500000;"4";"4";"4";"4";"";"4";500000;"9";"9";"8";"9";"";"9";648;1;0;98;0;0;0
"TQRMNOSWQHMKLTCDEGJBF00799827";2024;2;2;1;43;"S";13;1303;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;0;1;420000;"3";"4";"3";"3";"";"3";420000;"8";"8";"8";"8";"";"8";1261;1;0;98;0;0;0
"TQRMNOQXQHLKRTCDEIJAH00807881";2024;2;1;1;1;"S";33;2392;1;"";5;1;"";3;1;1;1;"";1;1;1;1;2;2;2;5;3;1;1;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;2;98;0;0;0
"TQRMNOPTYHJKSNCDEIJAH00866293";2024;2;1;1;1;"S";33;2620;2;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;710000;"6";"";"6";"6";"";"6";355000;"7";"";"7";"7";"";"8";3717;1;0;98;0;0;0
"TQRMNOSUSHLOKMCDEFIAH00803429";2024;2;1;1;43;"S";2;567;1;"";2;2;"";5;1;1;1;"";1;1;2;2;2;2;2;2;2;2;0;1;1;2;1;1;2;0;1;"";2;"";1;1;2;2;2;2;2;1;1;2;2;2;2;1;2;2;2;2;2;1;2;2;2;6;0;6;684000;"6";"6";"6";"6";"";"6";114000;"2";"2";"2";"2";"";"2";992;1;4;5;0;0;0
"TQRMNOSUVHLOKMCDEFIAH00808540";2024;2;1;1;43;"S";2;392;1;"";3;1;"";4;2;1;1;"";1;1;1;3;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;1;2;2;2;2;2;2;0;2;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;4;5;98;0;0;0
"TQRMNOQSVHMNKMCDEFIAH00798262";2024;2;1;1;43;"S";2;1002;1;"";4;1;"";4;1;1;1;"";1;1;1;2;2;2;2;4;2;1;1;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1400000;"9";"9";"9";"9";"";"9";466666,67;"8";"9";"8";"8";"";"7";1630;1;2;98;0;0;0
"TQRMNOQQQHKNKMCDEFIAH00857807";2024;2;1;1;43;"S";2;641;1;"";2;1;"";4;1;1;1;"";1;1;2;1;2;1;2;2;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;90000;"1";"1";"1";"1";"";"1";90000;"2";"1";"1";"1";"";"2";915;1;0;98;0;0;0
"TQRMNOQQRHKNKMCDEFIAH00857808";2024;2;1;1;43;"S";2;480;1;"";2;1;"";2;1;1;1;"";1;1;2;1;2;1;2;2;2;2;0;1;2;2;2;0;2;0;8;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;3;0;3;647000;"5";"6";"6";"5";"";"5";215666,67;"5";"5";"4";"5";"";"4";858;2;0;1;3;0;0
"TQRMNOQQXHKNKMCDEFIAH00857680";2024;2;1;1;43;"S";2;462;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;1;2;2;2;2;0;1;2;1;2;0;2;0;1;"";1;"";1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;4;0;2;0;0;0
"TQRMNOSWUHMMLQCDEFJAH00803598";2024;2;1;1;43;"N";3;555;1;"";2;1;"";1;1;1;1;"";1;1;1;3;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;2400000;"10";"10";"10";"";"10";"10";1200000;"10";"10";"10";"";"10";"10";978;1;2;98;0;0;0
"TQRMNOQWYHMNLTCDEFJAH00798460";2024;2;1;1;43;"N";3;260;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;650000;"6";"6";"6";"";"6";"6";216666,67;"5";"5";"4";"";"5";"4";385;1;2;98;0;0;0
"TQRMNOSVXHLNLNCDEIOAH00813196";2024;2;1;1;43;"N";38;145;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;1;"";4;"ELECTRICIDAD";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;0;98;0;0;0
"TQRMNOQTYHLMLNCDEHPJB00806556";2024;2;1;1;40;"S";29;305;1;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;5;4;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;5;0;5;412000;"3";"3";"4";"3";"";"3";82400;"1";"1";"2";"1";"";"2";397;2;4;98;0;0;0
"TQRMNOPPSHLOLOCDEHPJB00806557";2024;2;1;1;40;"S";29;401;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;1;1;1;2;2;2;2;2;2;1;1;1;1;2;2;2;2;4;1;3;1038000;"8";"8";"9";"8";"";"8";259500;"6";"6";"7";"6";"";"7";454;2;1;98;0;0;0
"TQRMNOPWRHKOLLCDEHPJB00860967";2024;2;1;1;40;"S";29;316;1;"";2;1;"";4;1;1;1;"";1;1;1;4;1;1;2;2;1;2;0;1;1;1;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;2;0;2;500000;"4";"4";"5";"4";"";"5";250000;"6";"6";"7";"5";"";"7";341;2;1;98;0;0;0
"TQRMNOSSYHKOLLCDEHPJB00857820";2024;2;1;1;40;"S";29;402;1;"";2;1;"";4;1;1;1;"";1;2;1;1;1;2;2;2;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;4;1;3;750000;"6";"7";"7";"6";"";"7";187500;"4";"4";"5";"4";"";"5";484;1;0;98;0;0;0
"TQRMNOPYXHLNNMCDEIJAH00807742";2024;2;1;1;1;"S";33;537;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;2;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;1;0;1;700000;"6";"";"6";"6";"";"6";700000;"9";"";"9";"9";"";"10";644;1;0;98;0;0;0
"TQRMNOQRSHKOKNCDEHGHJ00865948";2024;2;1;1;44;"N";20;139;2;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;5;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;700000;"6";"6";"5";"";"7";"5";350000;"7";"8";"6";"";"8";"6";206;2;0;1;0;0;0
"TQRMNOPSUHKNKOCDEHGHJ00861422";2024;2;1;1;44;"N";20;138;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;445000;"4";"4";"3";"";"4";"3";148333,33;"3";"3";"2";"";"3";"2";152;2;0;98;0;0;0
"TQRMNOQUYHKMKPCDEHGHJ00861423";2024;2;1;1;44;"N";20;197;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;500000;"4";"4";"3";"";"5";"3";500000;"9";"9";"8";"";"9";"9";264;1;0;98;0;0;0
"TQRMNOSPRHMNLNCDEGGFB00858004";2024;2;1;1;42;"S";10;651;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;8;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;3;1;2;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;0;98;0;0;0
"TQRMNOTRVHMMLOCDEGGFB00804644";2024;2;1;1;42;"S";10;572;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;1;1;8;"";2;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;490000;"4";"4";"4";"4";"";"4";245000;"5";"6";"6";"5";"";"6";865;2;0;98;0;0;0
"TQRMNOTVTHJMLNCDEGGFB00865949";2024;2;1;1;42;"S";10;457;2;"";2;1;"";9;2;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1000000;"8";"8";"8";"8";"";"8";1000000;"10";"10";"10";"10";"";"10";536;1;0;98;0;0;0
"TQSMNOPRQHLMLOCDEGGFB00804651";2024;2;1;1;42;"S";10;475;1;"";1;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;2;0;2;360000;"3";"3";"3";"3";"";"3";180000;"4";"4";"4";"4";"";"4";598;1;0;98;0;0;0
"TQRMNOSPRHMNLPCDEGGFB00799485";2024;2;1;1;42;"S";10;556;1;"";2;2;"";1;2;1;1;"";1;1;1;1;2;2;2;2;2;2;0;2;2;2;0;0;0;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;7;1;6;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;0;2;4;5;6
"TQRMNORXXHJOLPCDEGGFB00865950";2024;2;1;1;42;"S";10;565;1;"";3;2;"";1;1;1;2;"";1;1;2;2;1;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;345000;"3";"3";"2";"3";"";"2";115000;"2";"2";"2";"2";"";"2";740;1;2;97;0;0;0
"TQRMNORWXHJMLQCDEGGFB00865951";2024;2;1;1;42;"S";10;604;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;5;1;4;1880000;"10";"10";"10";"10";"";"10";376000;"7";"8";"9";"7";"";"8";1159;2;4;1;3;0;0
"TQRMNOUYRHMOLQCDEGGFB00799498";2024;2;1;1;42;"S";10;895;1;"";4;1;"";1;2;1;1;"";1;1;1;1;2;2;2;4;3;1;1;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;5;1;4;430000;"4";"4";"3";"3";"";"4";86000;"1";"1";"1";"1";"";"1";1931;1;2;98;0;0;0
"TQRMNOQQWHJLKNCDEHJGH00865952";2024;2;1;1;40;"S";23;304;1;"";4;1;"";3;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;880000;"7";"8";"8";"7";"";"7";440000;"8";"8";"9";"8";"";"9";302;1;0;2;0;0;0
"TQRMNOSRYHMLKPCDEHJGH00800734";2024;2;1;1;40;"S";23;370;1;"";4;1;"";2;1;1;1;"";1;1;1;1;1;2;2;4;3;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;1;2;2;1;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;5;2;3;579000;"5";"5";"6";"5";"";"5";115800;"2";"2";"3";"2";"";"3";387;3;0;1;0;0;0
"TQRMNOPXTHMOKPCDEFNFF00798958";2024;2;1;1;41;"N";7;280;1;"";4;1;"";4;1;1;1;"";1;1;1;2;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;2;0;3;0;0;0
"TQRMNOSXSHMOKPCDEFNFF00798967";2024;2;1;1;41;"N";7;280;1;"";4;1;"";4;1;1;1;"";1;1;1;2;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;2;3;0;3;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;2;3;0;0;0
"TQRMNOTTQHMOKQCDEFNFF00798968";2024;2;1;1;41;"N";7;294;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;2;0;1;3;0;0
"TQRMNOPSYHKMKNCDEFNFF00857745";2024;2;1;1;41;"N";7;260;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;96;0;2;1;0;0
"TQRMNOQUVHMMLNCDEFIAH00798306";2024;2;1;1;43;"S";2;678;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;2;98;0;0;0
"TQRMNOPUXHMMLPCDEFIAH00861041";2024;2;1;1;43;"S";2;720;1;"";2;1;"";1;2;1;1;"";1;1;1;1;2;2;2;2;1;1;1;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;160000;"1";"1";"1";"1";"";"1";160000;"3";"3";"3";"3";"";"3";761;1;0;98;0;0;0
"TQRMNOPUTHJKTMCDEIJAH00866048";2024;2;1;1;1;"S";33;1484;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;4;0;4;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;2;3;4;0;0
"TQRMNORXUHKMTOCDEIJAH00856577";2024;2;1;1;1;"S";33;1787;1;"";3;1;"";1;2;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;1;0;1;415500;"3";"";"3";"3";"";"3";415500;"8";"";"8";"8";"";"8";2695;1;0;98;0;0;0
"TQRMNOQYRHLKPLCDEIJAH00812226";2024;2;1;1;1;"S";33;956;1;"";5;1;"";2;1;1;1;"";1;1;1;1;2;2;2;5;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;98;0;0;0
"TQRMNOSPYHLLROCDEIJAH00866049";2024;2;1;1;1;"S";33;2459;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;2;98;0;0;0
"TQRMNORYQHKMLNCDEFKID00861132";2024;2;1;1;43;"S";4;462;2;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;2;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;0;2;0;0;0
"TQRMNOPTVHMOLMCDEFKID00803721";2024;2;1;1;43;"S";4;686;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;2;3;0;0;0
"TQRMNORWRHMOLMCDEFKID00803722";2024;2;1;1;43;"S";4;756;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;102000;"1";"1";"1";"1";"";"1";34000;"1";"1";"1";"1";"";"1";1137;1;2;98;0;0;0
"TQRMNORVXHMMLOCDEFKID00803723";2024;2;1;1;43;"S";4;529;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;2;98;0;0;0
"TQRMNORVYHMMLOCDEFKID00798629";2024;2;2;1;43;"S";4;506;2;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;800000;"7";"7";"7";"7";"";"7";400000;"8";"8";"7";"8";"";"7";953;1;0;98;0;0;0
"TQRMNOUTRHMMLOCDEFKID00798620";2024;2;1;1;43;"S";4;654;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;96;0;97;0;0;0
"TQRMNORWTHLOLLCDEFKID00803735";2024;2;1;1;43;"S";4;1782;2;"";4;1;"";9;1;1;1;"";1;1;1;1;2;2;2;4;2;1;1;1;1;1;2;0;2;0;2;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;3300000;"10";"10";"10";"10";"";"10";1650000;"10";"10";"10";"10";"";"10";3074;96;0;98;0;0;0
"TQRMNORYYHJOLOCDEFKID00866050";2024;2;1;1;43;"S";4;643;2;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;2;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;0;1;400000;"3";"3";"3";"3";"";"3";400000;"8";"8";"7";"8";"";"7";872;1;0;98;98;0;0
"TQRMNORTTHMMLNCDEGJBF00799794";2024;2;1;1;43;"S";13;728;2;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;6;"";1;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;850000;"7";"7";"7";"7";"";"7";283333,33;"6";"6";"6";"6";"";"6";798;2;0;98;0;0;0
"TQRMNORTRHLMLLCDEGJBF00804960";2024;2;1;1;43;"S";13;920;2;"";1;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;1;0;1;400000;"3";"3";"3";"3";"";"3";400000;"8";"8";"7";"8";"";"7";942;1;0;98;0;0;0
"TQRMNOQQXHKOOMCDEIJAH00856946";2024;2;1;1;1;"S";33;3831;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;1;0;1;1700000;"10";"";"9";"10";"";"10";1700000;"10";"";"10";"10";"";"10";4927;1;0;98;0;0;0
"TQRMNORVXHMLOLCDEIJAH00807353";2024;2;1;1;1;"S";33;4048;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;3;2;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;2;0;98;0;0;0
"TQRMNOSVQHJOPNCDEIJAH00866051";2024;2;1;1;1;"S";33;2806;1;"";4;1;"";3;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;3;0;3;200000;"1";"";"1";"1";"";"1";66666,67;"1";"";"1";"1";"";"1";5483;1;0;3;0;0;0
"TQRMNORQTHMKOMCDEIJAH00802525";2024;2;1;1;1;"S";33;3348;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;4;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;2;0;98;0;0;0
"TQRMNOQRTHJMPQCDEIJAH00866052";2024;2;1;1;1;"S";33;1733;1;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;3;0;3;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;2;0;98;0;0;0
"TQRMNOSRXHJMPQCDEIJAH00866053";2024;2;1;1;1;"S";33;1446;2;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;6;"";2;"";1;1;2;2;2;2;1;1;2;1;2;2;2;2;1;1;1;1;1;1;2;2;2;4;0;4;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;98;0;0;0
"TQRMNOPTUHKKKNCDEFMDB00861426";2024;2;1;1;43;"N";6;318;1;"";5;1;"";2;1;1;1;"";1;1;1;1;2;2;2;5;2;1;1;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;2;0;1;0;0;0
"TQRMNOQVVHKKKNCDEFMDB00866148";2024;2;1;1;43;"N";6;276;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;1;0;1;1200000;"8";"9";"9";"";"9";"8";1200000;"10";"10";"10";"";"10";"10";431;1;0;98;0;0;0
"TQRMNORYXHKMKOCDEFMDB00857457";2024;2;1;1;43;"N";6;219;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;2;2;2;0;0;0;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;800000;"7";"7";"7";"";"7";"6";800000;"10";"10";"10";"";"10";"10";323;1;0;97;0;0;0
"TQRMNORTRHLOKPCDEFMDB00804024";2024;2;2;1;43;"N";6;229;1;"";2;1;"";3;1;1;1;"";1;1;1;3;2;2;2;2;1;2;0;1;2;2;2;0;2;0;7;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;600000;"5";"5";"5";"";"6";"4";300000;"6";"7";"6";"";"7";"6";286;1;0;97;0;0;0
