"CODUSU";"ANO4";"TRIMESTRE";"NRO_HOGAR";"REALIZADA";"REGION";"MAS_500";"AGLOMERADO";"PONDERA";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"ITF";"DECIFR";"IDECIFR";"RDECIFR";"GDECIFR";"PDECIFR";"ADECIFR";"IPCF";"DECCFR";"IDECCFR";"RDECCFR";"GDECCFR";"PDECCFR";"ADECCFR";"PONDIH";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4"
"TQRMNOSQSHKOKSCDEHIBB00858417";2024;2;1;1;40;"N";22;108;1;"";1;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;6;2;4;540000;"5";"5";"5";"";"5";"5";90000;"2";"1";"2";"";"2";"2";109;2;0;98;0;0;0
"TQRMNOSQUHKOKSCDEHIBB00857564";2024;2;1;1;40;"N";22;97;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;1;1;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;380000;"3";"3";"3";"";"3";"3";190000;"4";"4";"5";"";"5";"5";103;2;0;2;0;0;0
"TQRMNOTQTHLNLPCDEIKAH00807981";2024;2;1;1;43;"S";34;483;2;"";3;1;"";9;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;2;2;1600000;"9";"10";"10";"9";"";"10";400000;"8";"8";"7";"8";"";"7";1126;2;0;1;0;0;0
"TQRMNORRXHLMLQCDEIKAH00807982";2024;2;1;1;43;"S";34;1017;1;"";2;1;"";3;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;2;0;3;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;2;98;0;0;0
"TQRMNOPYWHKMLOCDEIKAH00856650";2024;2;1;1;43;"S";34;632;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;3;0;3;260000;"2";"2";"2";"2";"";"1";86666,67;"1";"1";"1";"1";"";"1";1110;1;0;2;0;0;0
"TQRMNORRYHKOLPCDEIKAH00856651";2024;2;1;1;43;"S";34;511;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;2;2;2;0;0;0;0;1;"";1;"";1;1;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;3;0;3;260000;"2";"2";"2";"2";"";"2";86666,67;"1";"1";"1";"1";"";"1";675;1;0;2;0;0;0
"TQRMNOSPRHMLLQCDEIIAD00801683";2024;2;1;1;1;"S";32;1260;2;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;98;0;0;0
"TQRMNOSUXHJLOTCDEIJAH00864406";2024;2;1;1;1;"S";33;1954;2;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;2;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;430000;"3";"";"3";"3";"";"4";430000;"8";"";"8";"8";"";"8";1900;1;0;98;0;0;0
"TQRMNORQUHKMONCDEIJAH00864407";2024;2;1;1;1;"S";33;2459;1;"";6;1;"";3;1;1;1;"";1;1;1;1;2;2;2;6;5;2;0;1;1;1;2;0;2;0;3;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;6;0;6;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;2;0;3;0;0;0
"TQRMNOSWYHKMONCDEIJAH00857599";2024;2;1;1;1;"S";33;4383;2;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;2;2;1100000;"8";"";"8";"8";"";"8";275000;"6";"";"6";"6";"";"7";7915;1;0;2;0;0;0
"TQRMNORRWHLOONCDEIJAH00864408";2024;2;1;1;1;"S";33;2116;1;"";3;2;"";5;2;1;1;"";1;1;2;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;100000;"1";"";"1";"1";"";"1";50000;"1";"";"1";"1";"";"1";2420;1;0;98;0;0;0
"TQRMNOPQWHJOPNCDEIJAH00864409";2024;2;1;1;1;"S";33;2749;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;210000;"1";"";"1";"1";"";"1";210000;"5";"";"4";"4";"";"5";3469;1;0;98;0;0;0
"TQRMNOPRPHJOPNCDEIJAH00864410";2024;2;1;1;1;"S";33;2749;1;"";1;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;1;"";2;"";1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;190000;"1";"";"1";"1";"";"1";190000;"4";"";"4";"4";"";"5";3469;1;0;98;0;0;0
"TQRMNOPQRHKMOPCDEIJAH00857110";2024;2;1;1;1;"S";33;2397;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;1;1;1;"";4;"Electrica";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;2;0;0;0
"TQRMNOSTSHLMOOCDEIJAH00807356";2024;2;1;1;1;"S";33;3086;2;"";5;1;"";1;1;1;1;"";1;1;1;1;2;2;2;5;3;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;98;0;98;0;0;0
"TQRMNOVPPHKOLQCDEGNFJ00856444";2024;2;1;1;44;"N";17;265;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;4;0;4;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;0;98;0;0;0
"TQRMNOPPQHMOLQCDEGNFJ00800213";2024;2;1;1;44;"N";17;213;1;"";1;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;2;2;2;0;0;0;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;0;98;0;0;0
"TQRMNOQPUHMOLQCDEGNFJ00800215";2024;2;1;1;44;"N";17;251;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;3;2;0;2;2;2;0;0;0;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;2;0;98;0;0;0
"TQRMNORRUHJNLPCDEHJGH00864521";2024;2;1;1;40;"S";23;390;1;"";5;1;"";2;1;1;1;"";1;1;1;1;1;1;2;5;3;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;1;1;2;1;1;2;2;2;5;1;4;300000;"2";"2";"2";"2";"";"3";60000;"1";"1";"1";"1";"";"1";411;3;0;98;0;0;0
"TQRMNOQXWHLMLSCDEHJGH00805985";2024;2;1;1;40;"S";23;312;1;"";5;1;"";3;1;1;1;"";1;1;1;1;1;1;2;5;3;2;0;2;2;2;0;0;0;0;1;"";1;"";1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;4;1;3;398000;"3";"3";"3";"3";"";"3";99500;"2";"2";"2";"2";"";"2";323;2;0;1;3;0;0
"TQRMNOQURHMMKQCDEHGHJ00800528";2024;2;1;1;44;"N";20;231;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;2;"";3;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;1;1;900000;"7";"8";"7";"";"8";"7";450000;"8";"9";"7";"";"9";"8";318;1;0;98;0;0;0
"TQSMNOQTRHLOKQCDEHPJB00806494";2024;2;1;1;40;"S";29;361;2;"";2;1;"";4;2;1;1;"";1;1;1;1;1;2;2;2;2;2;0;1;1;2;2;0;2;0;2;"";1;"";1;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;616000;"5";"6";"6";"5";"";"6";123200;"2";"2";"3";"2";"";"3";381;2;0;98;0;0;0
"TQRMNOUVQHLOKRCDEHPJB00806495";2024;2;1;1;40;"S";29;458;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;3;0;3;1138000;"8";"9";"9";"8";"";"9";379333,33;"8";"8";"9";"7";"";"9";539;3;2;1;0;0;0
"TQRMNOPSRHMMKUCDEHPJB00801302";2024;2;1;1;40;"S";29;329;2;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;6;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;530000;"5";"5";"5";"4";"";"5";530000;"9";"9";"10";"9";"";"10";361;1;0;98;0;0;0
"TQRMNOQVUHJKKSCDEHPJB00864522";2024;2;1;1;40;"S";29;494;2;"";4;1;"";7;1;1;1;"";1;1;1;1;2;2;2;4;2;1;1;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;3;0;3;1900000;"10";"10";"10";"10";"";"10";633333,33;"9";"10";"10";"9";"";"10";660;1;0;2;3;0;0
"TQRMNORWSHKKKRCDEHPJB00858414";2024;2;1;1;40;"S";29;346;2;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;1200000;"9";"9";"9";"8";"";"9";1200000;"10";"10";"10";"10";"";"10";413;1;0;96;0;0;0
"TQRMNOPRXHMOLTCDEIJAH00807380";2024;2;1;1;1;"S";33;2059;1;"";1;1;"";2;1;1;1;"";1;1;1;3;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;"";2;"";1;2;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;1;0;98;0;0;0
"TQRMNOQXYHMNLUCDEIJAH00802383";2024;2;1;1;1;"S";33;3037;1;"";3;1;"";4;2;1;2;"";1;1;1;1;2;1;2;4;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;500000;"4";"";"4";"4";"";"4";125000;"2";"";"2";"2";"";"3";4281;1;2;98;0;0;0
"TQRMNOPPSHMNMLCDEIJAH00856695";2024;2;1;1;1;"S";33;2148;1;"";1;2;"";2;1;1;1;"";1;2;2;1;2;1;2;1;1;2;0;2;2;2;0;0;0;0;1;"";2;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;0;"12";"";"12";"12";"";"12";0;"12";"";"12";"12";"";"12";0;2;0;1;0;0;0
"TQRMNOSYXHMOKUCDEIOAH00802956";2024;2;1;1;43;"N";38;74;1;"";3;1;"";4;2;1;1;"";1;1;1;3;2;2;2;3;3;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;7;2;5;596130;"5";"5";"5";"";"6";"6";85161,43;"1";"1";"1";"";"2";"2";79;2;0;98;0;0;0
"TQRMNORQSHLMKSCDEGLDF00805199";2024;2;1;1;41;"N";15;183;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;550000;"5";"5";"6";"";"5";"7";137500;"3";"3";"4";"";"3";"4";194;2;0;97;0;0;0
"TQRMNOTVSHLMKSCDEGLDF00805142";2024;2;1;1;41;"N";15;253;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;990000;"8";"8";"9";"";"8";"10";198000;"4";"4";"6";"";"5";"7";275;2;0;98;0;0;0
"TQRMNOQYWHLLKTCDEGLDF00805201";2024;2;1;1;41;"N";15;126;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;2;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;400000;"3";"3";"4";"";"3";"5";200000;"4";"4";"6";"";"5";"7";127;2;0;1;0;0;0
"TQSMNOPQXHLOKUCDEGLDF00805202";2024;2;1;1;41;"N";15;185;2;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;2;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;3;0;3;490000;"4";"4";"6";"";"4";"6";163333,33;"3";"3";"5";"";"4";"5";179;2;3;98;0;0;0
"TQRMNOQTVHLOKUCDEGLDF00805146";2024;2;1;1;41;"N";15;128;1;"";4;1;"";3;1;1;1;"";1;1;1;1;2;2;2;4;4;2;0;1;1;1;2;0;2;0;2;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1310000;"9";"9";"10";"";"9";"10";327500;"7";"7";"9";"";"7";"9";145;2;4;98;0;0;0
"TQRMNOQRUHKMLLCDEGLDF00857512";2024;2;1;1;41;"N";15;160;1;"";1;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;1;1;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;300000;"2";"2";"3";"";"2";"3";300000;"6";"7";"8";"";"7";"9";163;1;0;98;0;0;0
"TQUMNOQTYHJMKUCDEGLDF00864523";2024;2;1;1;41;"N";15;107;2;"";1;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;"";2;"";1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;334000;"2";"3";"3";"";"3";"3";334000;"7";"7";"9";"";"8";"10";105;1;0;98;0;0;0
"TQRMNORSXHJLLLCDEFJAH00864174";2024;2;1;1;43;"N";3;571;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;0;1;650000;"6";"6";"6";"";"6";"6";650000;"9";"10";"9";"";"10";"9";903;1;0;98;0;0;0
"TQRMNOTSSHLKLNCDEFJAH00803604";2024;2;1;1;43;"N";3;391;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;240000;"2";"2";"2";"";"2";"2";240000;"5";"5";"5";"";"6";"4";403;1;0;98;0;0;0
"TQRMNOPYUHJOKNCDEIKAH00864175";2024;2;1;1;43;"S";34;741;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;5;1;4;980000;"8";"8";"8";"7";"";"7";196000;"4";"4";"3";"4";"";"3";1358;1;2;98;0;0;0
"TQRMNOPYSHMMKUCDEHMHF00800944";2024;2;1;1;42;"N";26;287;1;"";5;1;"";1;1;1;1;"";1;1;1;1;2;2;2;5;3;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;940000;"7";"8";"8";"";"8";"8";188000;"4";"4";"4";"";"4";"4";355;3;0;98;0;0;0
"TQRMNOPXYHLMKTCDEHMHF00806278";2024;2;1;1;42;"N";26;362;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;1;2;98;0;0;0
"TQRMNOPSUHLOKUCDEHMHF00806279";2024;2;1;1;42;"N";26;219;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;500000;"4";"4";"4";"";"5";"4";500000;"8";"9";"9";"";"9";"9";232;1;0;98;0;0;0
"TQRMNORUPHLOKUCDEHMHF00806280";2024;2;1;1;42;"N";26;348;1;"";2;1;"";1;1;1;1;"";1;1;1;2;2;2;2;2;1;2;0;2;2;2;0;0;0;0;3;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;2;3;380000;"3";"3";"3";"";"3";"3";76000;"1";"1";"1";"";"1";"1";368;2;0;98;0;0;0
"TQRMNOPWWHJKKUCDEHMHF00864176";2024;2;1;1;42;"N";26;124;2;"";1;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;300000;"2";"2";"2";"";"2";"2";300000;"7";"7";"7";"";"7";"7";126;1;0;98;0;0;0
"TQRMNORPTHLKKOCDEOJAH00808520";2024;2;1;1;44;"N";93;100;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;780000;"6";"7";"6";"";"7";"6";780000;"10";"10";"9";"";"10";"10";121;1;0;98;0;0;0
"TQRMNOSPTHMMLNCDEOJAH00808511";2024;2;1;1;44;"N";93;141;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;2;0;98;0;0;0
"TQTMNOQYRHKNLMCDEOJAH00857447";2024;2;1;1;44;"N";93;114;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;480000;"4";"4";"3";"";"4";"4";480000;"8";"9";"8";"";"9";"8";127;1;0;98;0;0;0
"TQSMNOQYRHKNLMCDEOJAH00857446";2024;2;1;1;44;"N";93;108;1;"";1;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;280000;"2";"2";"1";"";"2";"2";280000;"6";"6";"5";"";"7";"5";124;1;0;98;0;0;0
"TQRMNORXXHLMLLCDEOJAH00808513";2024;2;1;1;44;"N";93;113;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;920000;"7";"8";"7";"";"8";"7";306666,67;"7";"7";"6";"";"7";"6";153;1;0;98;0;0;0
"TQRMNOQUUHLMLRCDEHPJB00806589";2024;2;1;1;40;"S";29;414;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;8;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;480000;"4";"4";"4";"4";"";"4";240000;"5";"5";"7";"5";"";"7";487;1;0;2;0;0;0
"TQRMNOQPYHLOLSCDEHPJB00806590";2024;2;1;1;40;"S";29;462;2;"";5;1;"";2;1;1;1;"";1;1;1;1;2;2;2;5;1;2;0;1;1;1;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;1;1;420000;"3";"4";"4";"3";"";"3";210000;"5";"5";"6";"4";"";"6";482;1;0;97;0;0;0
"TQRMNOSPTHLOLSCDEHPJB00806591";2024;2;1;1;40;"S";29;313;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;3;1;1;1;1;1;1;2;0;2;0;6;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;200000;"1";"1";"1";"1";"";"1";66666,67;"1";"1";"1";"1";"";"1";343;1;0;2;0;0;0
"TQRMNORPRHKLKSCDEFKID00864177";2024;2;1;1;43;"S";4;1318;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;0;98;0;0;0
"TQRMNOQVPHMMKOCDEGIBJ00799526";2024;2;1;1;41;"N";12;286;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;1;1;2;0;2;0;2;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;540000;"5";"5";"6";"";"5";"5";270000;"6";"6";"8";"";"7";"7";294;1;0;98;0;0;0
"TQRMNOPPWHLMKTCDEHGHJ00805715";2024;2;1;1;44;"N";20;134;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;4;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;"12";"12";"12";"";"12";"12";0;"12";"12";"12";"";"12";"12";0;2;1;98;0;0;0
"TQRMNOQXPHKNKUCDEIOAH00864178";2024;2;1;1;43;"N";38;157;1;"";2;1;"";5;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;4;2;2;800000;"7";"7";"7";"";"7";"8";200000;"4";"4";"4";"";"5";"5";220;1;2;98;0;0;0
"TQRMNOPUVHMKKRCDEFKID00798543";2024;2;2;1;43;"S";4;1455;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;2;1;2;0;1;1;1;2;0;2;0;2;"";1;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;460000;"4";"4";"4";"4";"";"4";460000;"8";"9";"8";"8";"";"8";2485;1;0;98;0;0;0
"TQRMNOQYSHKMLMCDEFKID00861249";2024;2;1;1;43;"S";4;729;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;4;1;3;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;1;2;98;0;0;0
"TQRMNOTQPHLOLUCDEHPJB00806596";2024;2;1;1;40;"S";29;427;1;"";1;2;"";4;2;2;1;"";1;2;2;3;1;1;2;1;1;2;0;2;2;2;0;0;0;0;1;"";2;"";1;1;2;2;2;2;2;1;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;5;2;3;600000;"5";"6";"6";"5";"";"6";120000;"2";"2";"3";"2";"";"3";431;2;0;98;0;0;0
"TQRMNOPTSHMMKQCDEFLID00798706";2024;2;1;1;43;"S";5;379;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;3;2;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;950000;"8";"8";"8";"7";"";"9";475000;"8";"9";"8";"8";"";"9";688;1;0;98;0;0;0
"TQRMNORSVHKMKSCDEFLID00861186";2024;2;1;1;43;"S";5;260;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;4;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;"12";"12";"12";"12";"";"12";0;"12";"12";"12";"12";"";"12";0;2;0;1;3;0;0
"TQRMNOQQRHJMKSCDEFLID00864282";2024;2;1;1;43;"S";5;433;1;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;5;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;1;0;1;1600000;"9";"10";"10";"9";"";"10";1600000;"10";"10";"10";"10";"";"10";643;1;0;97;0;0;0
