CODUSU;ANO4;TRIMESTRE;NRO_HOGAR;REALIZADA;REGION;MAS_500;AGLOMERADO;PONDERA;IV1;IV1_ESP;IV2;IV3;IV3_ESP;IV4;IV5;IV6;IV7;IV7_ESP;IV8;IV9;IV10;IV11;IV12_1;IV12_2;IV12_3;II1;II2;II3;II3_1;II4_1;II4_2;II4_3;II5;II5_1;II6;II6_1;II7;II7_ESP;II8;II8_ESP;II9;V1;V2;V21;V22;V3;V4;V5;V6;V7;V8;V9;V10;V11;V12;V13;V14;V15;V16;V17;V18;V19_A;V19_B;IX_TOT;IX_MEN10;IX_MAYEQ10;ITF;DECIFR;IDECIFR;RDECIFR;GDECIFR;PDECIFR;ADECIFR;IPCF;DECCFR;IDECCFR;RDECCFR;GDECCFR;PDECCFR;ADECCFR;PONDIH;VII1_1;VII1_2;VII2_1;VII2_2;VII2_3;VII2_4;V2_02;V2_03;V21_01;V22_01;V5_02;V5_03;V11_01;V11_02;V5_01;V21_02;V21_03;V22_02;V22_03;V2_01
TQRMNORQRHMLMNCDEGJBF00852895;2024;3;1;1;43;S;13;596;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPTWHKLLTCDEGJBF00867346;2024;3;1;1;43;S;13;768;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;1;1;2;0;2;0;3;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;3;0;3;1500000;8;8;8;8;;8;500000;7;7;7;7;;7;849;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQTUHMOSPCDEIJAH00812826;2024;3;1;1;1;S;33;4581;1;;2;2;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;2;2;2;0;0;0;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;3;3;750000;4;;4;4;;4;125000;1;;1;1;;2;7612;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORWWHJMSTCDEIJAH00867347;2024;3;1;1;1;S;33;2095;1;;3;1;;3;1;1;1;;1;1;1;1;2;1;2;3;3;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;5;0;5;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQWWHJMSUCDEIJAH00861784;2024;3;1;1;1;S;33;2964;1;;3;2;;4;2;1;1;;1;1;1;1;1;1;2;3;2;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;1;2;2;2;2;5;1;4;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;3;4;0;0;;;;;;;;;;;;;;
TQRMNOQSYHLMTMCDEIJAH00807593;2024;3;1;1;1;S;33;2148;2;;2;1;;2;1;1;1;;1;1;1;2;2;1;2;2;1;2;0;1;2;2;2;0;2;0;8;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;0;3;536000;3;;2;3;;3;178666,67;2;;2;2;;3;2887;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORWWHLMTMCDEIJAH00862771;2024;3;1;1;1;S;33;1947;2;;3;2;;4;1;2;1;;1;2;1;1;2;1;2;3;2;2;0;1;2;2;2;0;2;0;4;;2;;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;800000;5;;4;4;;5;200000;3;;3;3;;3;4165;1;0;2;0;0;0;;;;;;;;;;;;;;
TQRMNOQUQHKMKTCDEIHJF00867140;2024;3;1;1;44;N;31;111;1;;1;1;;4;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;0;1;80000;1;1;1;;1;1;80000;1;1;1;;1;1;115;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPUPHJMKMCDEIHJF00866659;2024;3;1;1;44;N;31;83;1;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1450000;8;8;7;;8;7;725000;9;9;8;;9;8;94;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQVQHLMKQCDEIHJF00806824;2024;3;1;1;44;N;31;122;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;3;0;3;2050000;9;10;9;;10;9;683333,33;8;9;8;;9;8;129;1;3;98;0;0;0;;;;;;;;;;;;;;
TQRMNOTSTHMOQOCDEIJAH00867141;2024;3;1;1;1;S;33;3684;1;;3;2;;2;2;1;1;;1;1;2;3;1;1;2;3;1;1;1;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;160000;1;;1;1;;1;80000;1;;1;1;;1;7030;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQSQHKOPTCDEIJAH00867142;2024;3;1;1;1;S;33;1754;1;;3;1;;4;1;1;3;;1;1;1;2;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;1;0;1;304000;1;;1;1;;1;304000;5;;4;5;;5;2261;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOTSXHKMPUCDEIJAH00867143;2024;3;1;1;1;S;33;1373;1;;2;1;;4;1;1;2;;1;1;1;2;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;2;0;2;1805000;9;;8;9;;9;902500;9;;9;9;;10;2412;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQQUHJMQUCDEIJAH00865655;2024;3;1;1;1;S;33;2443;1;;6;1;;3;2;1;1;;1;1;1;1;2;1;2;6;1;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;2;1;620000;3;;3;3;;3;206666,67;3;;3;3;;3;3305;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPUVHMNQUCDEIJAH00812182;2024;3;1;1;1;S;33;1106;1;;2;2;;4;2;1;2;;1;1;1;2;2;2;2;2;1;2;0;1;2;2;2;0;2;0;6;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;1;3;0;12;;12;12;;12;0;12;;12;12;;12;0;1;0;4;0;0;0;;;;;;;;;;;;;;
TQRMNOPPVHLOLQCDEHIBB00805818;2024;3;1;1;40;N;22;132;1;;3;1;;3;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;96;0;0;0;;;;;;;;;;;;;;
TQRMNORTRHJOKMCDEGJBF00866314;2024;3;1;1;43;S;13;824;1;;3;1;;1;1;1;1;;1;1;1;2;2;2;2;3;1;2;0;1;2;1;2;0;2;0;3;;2;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;950000;6;6;6;6;;6;475000;7;7;7;7;;7;925;2;0;1;0;0;0;;;;;;;;;;;;;;
TQRMNOSRSHKLLOCDEHJGH00867193;2024;3;1;1;40;S;23;278;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;2;2;0;1;1;1;2;0;1;1;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1200000;7;7;8;7;;7;400000;6;6;8;6;;8;289;2;0;3;0;0;0;;;;;;;;;;;;;;
TQRMNORWVHKMLPCDEHJGH00867194;2024;3;1;1;40;S;23;393;1;;3;2;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;2;2;2;0;0;0;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;4;1;3;590000;3;4;4;3;;4;147500;2;2;2;2;;3;392;1;0;2;0;0;0;;;;;;;;;;;;;;
TQRMNOQXYHLLLOCDEHJGH00805868;2024;3;1;1;40;S;23;260;2;;4;1;;9;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;2;2;0;2;0;3;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;2;0;0;0;;;;;;;;;;;;;;
TQRMNOPVQHJOKSCDEFOCD00862162;2024;3;1;1;41;N;8;262;1;;2;1;;2;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;1;2;0;2;0;1;;2;;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;2;0;2;0;0;0;0;;0;0;0;0;0;0;;0;0;236;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQWQHMOLMCDEIMBF00813074;2024;3;1;1;43;N;36;169;1;;3;2;;2;1;1;1;;1;1;1;2;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;7;2;5;286000;1;1;1;;1;2;40857,14;1;1;1;;1;1;234;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNORTWHJNKTCDEIMBF00861990;2024;3;1;1;43;N;36;112;1;;3;2;;2;2;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;311000;1;2;2;;2;2;103666,67;1;1;1;;1;1;236;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSRYHJLKUCDEIMBF00867195;2024;3;1;1;43;N;36;154;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQRTHMMKSCDEGGFB00809695;2024;3;1;1;42;S;10;750;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1050000;6;7;7;6;;7;1050000;10;10;10;10;;10;922;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPRPHLNKNCDEIGED00806632;2024;3;1;1;43;N;30;98;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;670000;4;4;4;;4;4;335000;5;5;5;;6;5;182;1;2;98;0;0;0;;;;;;;;;;;;;;
TQSMNORUQHLMKOCDEIGED00806634;2024;3;1;1;43;N;30;135;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;2150000;9;10;10;;10;9;2150000;10;10;10;;10;10;163;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPQQHJNKQCDEIGED00861854;2024;3;1;1;43;N;30;106;1;;3;1;;4;2;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;6;0;6;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;2;3;4;0;;;;;;;;;;;;;;
TQRMNOPQSHJNKQCDEIGED00861855;2024;3;1;1;43;N;30;133;1;;4;1;;2;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;1;3;4;0;0;;;;;;;;;;;;;;
TQSMNOQRSHJNKQCDEIGED00861856;2024;3;1;1;43;N;30;171;2;;2;1;;4;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;6;;1;;1;1;2;2;2;2;2;1;2;1;2;2;2;2;2;1;1;2;1;2;2;2;2;3;1;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;1;98;0;0;0;;;;;;;;;;;;;;
TQRMNORWVHMMSSCDEIJAH00812830;2024;3;1;1;1;S;33;1096;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;1;2;0;1;2;1;;1;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;500000;3;;2;3;;3;125000;1;;1;1;;2;1735;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSSRHMOKUCDEIOAH00813251;2024;3;1;1;43;N;38;56;1;;2;1;;4;1;1;1;;1;1;1;3;2;2;2;2;2;2;0;1;2;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;760000;4;5;5;;5;5;253333,33;4;4;3;;4;4;89;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPXXHLMKUCDEIOAH00808156;2024;3;1;1;43;N;38;164;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;0;5;874000;5;6;5;;6;6;174800;2;2;2;;3;2;287;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQUPHKMLMCDEIOAH00867196;2024;3;1;1;43;N;38;109;1;;4;1;;3;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;3;4;5;0;;;;;;;;;;;;;;
TQRMNOPQYHKNLQCDEFNFF00867197;2024;3;1;1;41;N;7;227;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;2;2;0;2;0;1;;2;;1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORRTHKNLQCDEFNFF00867198;2024;3;1;1;41;N;7;372;1;;3;2;;4;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;410000;2;2;3;;3;3;205000;3;3;4;;3;4;597;2;0;1;0;0;0;;;;;;;;;;;;;;
TQRMNORSRHKNLQCDEFNFF00867199;2024;3;1;1;41;N;7;260;1;;3;2;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;379500;2;2;3;;2;3;63250;1;1;1;;1;1;411;2;0;4;0;0;0;;;;;;;;;;;;;;
TQRMNOTXPHJLLQCDEFNFF00861877;2024;3;1;1;41;N;7;422;1;;5;2;;4;2;1;1;;1;1;1;2;2;2;2;5;4;2;0;1;2;2;2;0;2;0;1;;2;;1;1;1;1;1;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;6;0;6;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;4;5;0;0;;;;;;;;;;;;;;
TQRMNOSWPHJOKOCDEHPJB00862140;2024;3;1;1;40;S;29;271;1;;3;1;;4;1;1;1;;1;1;1;2;1;1;2;3;2;2;0;1;1;2;2;0;2;0;1;;2;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;1;2;1;1;2;2;2;3;0;3;0;12;12;12;12;;12;0;12;12;12;12;;12;0;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOTWXHKLKPCDEHLEH00867272;2024;3;1;1;40;N;25;219;2;;1;1;;2;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;1;0;1;1000000;6;6;7;;7;8;1000000;9;10;10;;10;10;284;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOTRXHLLKSCDEHLEH00806042;2024;3;1;1;40;N;25;256;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSPYHKKKRCDEHLEH00867273;2024;3;1;1;40;N;25;191;2;;2;1;;2;2;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;1;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNORQWHKOKUCDEHLEH00867274;2024;3;1;1;40;N;25;147;1;;3;1;;2;1;1;1;;1;1;1;1;2;2;2;3;1;2;0;1;1;1;2;0;2;0;1;;2;;1;2;1;2;1;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;0;2;0;12;12;12;;12;12;0;12;12;12;;12;12;0;2;0;97;0;0;0;;;;;;;;;;;;;;
TQRMNORRXHKNLMCDEOJAH00867275;2024;3;1;1;44;N;93;164;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;3;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOUSRHKNLMCDEOJAH00867276;2024;3;1;1;44;N;93;138;2;;1;1;;1;1;1;1;;1;1;1;1;2;2;2;1;1;2;0;1;2;2;2;0;2;0;6;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;450000;2;3;2;;3;1;450000;7;7;6;;7;6;185;97;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSXYHMLKNCDEHJGH00810996;2024;3;1;1;40;S;23;266;1;;5;1;;3;1;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;6;1;5;1250000;7;8;8;7;;8;208333,33;3;3;4;3;;4;285;4;0;5;0;0;0;;;;;;;;;;;;;;
TQRMNOPWWHLOKOCDEHJGH00810997;2024;3;1;1;40;S;23;393;1;;5;1;;2;1;1;1;;1;1;1;1;2;2;2;5;4;2;0;1;1;1;2;0;2;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;7;3;4;1295000;7;8;8;7;;8;185000;2;3;3;2;;3;407;2;3;98;0;0;0;;;;;;;;;;;;;;
TQRMNOPXRHKNKOCDEGNFJ00867277;2024;3;1;1;44;N;17;254;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;5;0;5;700000;4;4;3;;5;3;140000;2;2;1;;2;1;544;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQPWHMOKSCDEGNFJ00810423;2024;3;1;1;44;N;17;181;1;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;1900000;9;9;8;;9;8;380000;6;6;5;;7;5;432;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNORSTHMOKTCDEGNFJ00810424;2024;3;1;1;44;N;17;282;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;1;3;1460000;8;8;7;;8;7;365000;6;6;4;;6;4;370;2;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOTTYHMOKTCDEGNFJ00810425;2024;3;1;1;44;N;17;268;2;;3;1;;4;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;2;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1390000;8;8;7;;8;7;695000;8;9;8;;9;8;385;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNOTUPHMOKTCDEGNFJ00810426;2024;3;1;1;44;N;17;161;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;0;3;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSXQHLOKTCDEGNFJ00861884;2024;3;1;1;44;N;17;124;1;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;1;2;0;1;2;2;2;0;2;0;1;;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;2;1;0;1;0;12;12;12;;12;12;0;12;12;12;;12;12;0;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQXYHJNKUCDEHNHB00862240;2024;3;1;1;42;S;27;339;1;;3;2;;7;2;1;1;;1;1;1;2;2;2;2;3;2;2;0;2;2;2;0;0;0;0;1;;2;;1;1;2;2;2;2;2;1;2;2;2;2;2;1;2;2;2;1;1;2;2;2;2;5;2;3;880000;5;6;6;5;;6;176000;2;2;3;2;;3;322;1;2;3;0;0;0;;;;;;;;;;;;;;
TQRMNOSUXHKOKSCDEHNHB00867278;2024;3;1;1;42;S;27;351;1;;5;1;;1;2;1;1;;1;1;1;1;2;2;2;5;3;2;0;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;2000000;9;9;10;9;;10;500000;7;7;8;7;;8;381;1;2;3;4;0;0;;;;;;;;;;;;;;
TQRMNORPPHJOLLCDEHNHB00862285;2024;3;1;1;42;S;27;280;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;2;2;0;2;0;8;;1;;1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;1;0;1;285580;1;1;1;1;;1;285580;4;5;5;4;;5;291;1;0;97;0;0;0;;;;;;;;;;;;;;
TQRMNORPVHJOLLCDEHNHB00862258;2024;3;1;1;42;S;27;265;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;2;2;0;2;0;1;;1;;1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;485000;2;3;3;2;;3;485000;7;7;8;7;;8;291;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOSQRHJMLOCDEHMHF00862114;2024;3;1;1;42;N;26;205;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;3;;1;;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;2;4;991000;6;6;6;;7;7;165166,67;2;2;2;;3;2;230;1;0;98;0;0;0;;;;;;;;;;;;;;
TQRMNOQRWHKMLQCDEHMHF00867279;2024;3;1;1;42;N;26;133;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;1;1;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;1080000;6;7;7;;7;7;540000;7;8;8;;8;9;150;1;2;98;0;0;0;;;;;;;;;;;;;;
TQRMNORVSHKMLQCDEHMHF00867280;2024;3;1;1;42;N;26;135;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;1;1;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;4;0;4;700000;4;4;4;;5;5;175000;2;2;3;;3;3;184;1;2;3;0;0;0;;;;;;;;;;;;;;
TQRMNOSRQHLMLQCDEHMHF00806193;2024;3;1;1;42;N;26;144;1;;3;1;;1;1;1;1;;1;1;1;1;2;2;2;3;2;2;0;1;2;1;2;0;2;0;1;;1;;1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;480000;2;3;3;;3;3;160000;2;2;2;;2;2;161;1;2;3;0;0;0;;;;;;;;;;;;;;
TQRMNOVUWHKNRPCDEIJAH00867348;2024;3;1;1;1;S;33;3767;1;;3;1;;4;1;1;1;;1;1;1;2;2;2;2;3;2;1;1;1;2;2;2;0;2;0;1;;1;;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;2010000;9;;9;9;;9;502500;7;;7;7;;8;5966;1;2;3;4;0;0;;;;;;;;;;;;;;
TQRMNOPXVHKLRQCDEIJAH00867349;2024;3;1;1;1;S;33;732;2;;2;1;;1;1;1;1;;1;1;1;1;2;2;2;2;2;2;0;1;1;2;2;0;2;0;1;;1;;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;600000;3;;3;3;;3;300000;5;;4;4;;5;1088;1;0;2;0;0;0;;;;;;;;;;;;;;
TQRMNOSTRHMKSRCDEIJAH00855229;2024;3;1;1;1;S;33;1441;1;;4;1;;1;1;1;1;;1;1;1;1;2;2;2;4;1;2;0;1;2;1;2;0;2;0;1;;1;;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;0;12;;12;12;;12;0;12;;12;12;;12;0;2;0;98;0;0;0;;;;;;;;;;;;;;
